birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,fullName,height,isInHallOfFameYn,lastName,nationalityCode,playerId,catches,weight,seasonId,assists,gamesPlayed,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,losses,otLosses,penaltyMinutes,points,savePct,saves,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
Leksand,SWE,1973-05-05,NA,218,9,1994,Johan Hedberg,72,N,Hedberg,SWE,8460704,L,190,20012002,1,66,64,0,178,2.75502,34,NA,22,1,0.90383,1673,1851,6,PIT,7,232593,25
Tolfta,SWE,1978-05-24,NA,175,7,1997,Johan Holmqvist,75,N,Holmqvist,SWE,8466303,L,198,20012002,0,1,0,0,0,0,0,NA,0,0,1,2,2,0,NYR,0,535,0
Denver,USA,1975-08-31,CO,229,9,1994,John Grahame,75,N,Grahame,USA,8460715,L,220,20012002,1,19,17,0,52,2.89268,7,NA,6,1,0.89662,451,503,1,BOS,2,64715,8
Detroit,USA,1963-09-04,MI,72,4,1981,John Vanbiesbrouck,68,N,Vanbiesbrouck,USA,8452157,L,175,20012002,0,5,5,0,10,1.99722,3,NA,4,0,0.91452,107,117,0,NJD,0,18025,2
Laval,CAN,1976-09-13,QC,44,2,1994,Jose Theodore,71,N,Theodore,CAN,8460535,R,172,20012002,2,79,76,0,171,2.25508,30,NA,2,2,0.9283,2214,2385,7,MTL,10,272983,36
Imatra,FIN,1975-05-08,NA,133,5,2001,Jussi Markkanen,72,N,Markkanen,FIN,8462255,L,182,20012002,0,14,12,0,24,1.83614,4,NA,0,0,0.92857,312,336,2,EDM,2,47055,6
Sudbury,CAN,1967-04-10,ON,26,2,1985,Kay Whitmore,71,N,Whitmore,CAN,8452440,L,175,20012002,0,1,1,0,3,3.08131,1,NA,0,0,0.85714,18,21,0,CGY,0,3505,0
Toronto,CAN,1975-04-04,ON,41,2,1993,Kevin Weekes,74,N,Weekes,CAN,8459463,L,215,20012002,0,21,14,0,43,2.71693,9,NA,0,0,0.91585,468,511,2,"TBL,CAR",0,56976,5
Toronto,CAN,1975-04-04,ON,41,2,1993,Kevin Weekes,74,N,Weekes,CAN,8459463,L,215,20012002,0,8,6,0,11,1.61936,2,NA,0,0,0.93888,169,180,2,CAR,0,24454,3
Etobicoke,CAN,1974-08-27,ON,52,3,1992,Manny Fernandez,72,N,Fernandez,CAN,8458988,L,207,20012002,0,44,42,0,125,3.04533,24,NA,4,0,0.89196,1032,1157,1,MIN,5,147767,12
Toronto,CAN,1973-02-04,ON,188,8,1993,Manny Legace,70,N,Legace,CAN,8459308,L,200,20012002,1,21,18,0,46,2.44724,6,NA,0,1,0.90891,459,505,1,DET,2,67668,10
Montréal,CAN,1977-08-01,QC,25,1,1995,Marc Denis,73,N,Denis,CAN,8462055,L,193,20012002,1,42,39,0,121,3.10856,24,NA,2,1,0.89891,1076,1197,1,CBJ,5,140129,9
Lac St. Charles,CAN,1977-08-15,QC,16,1,1995,Martin Biron,74,N,Biron,CAN,8462047,L,186,20012002,1,72,69,0,151,2.21789,28,NA,8,1,0.91521,1630,1781,4,BUF,10,245097,31
Anjou,CAN,1973-03-10,QC,NA,NA,NA,Martin Brochu,72,N,Brochu,CAN,8459289,L,199,20012002,0,6,3,0,15,4.16184,3,NA,0,0,0.85576,89,104,0,VAN,0,12975,0
Montréal,CAN,1972-05-06,QC,20,1,1990,Martin Brodeur,74,Y,Brodeur,CAN,8455710,L,220,20012002,4,79,79,0,165,2.09386,30,NA,8,4,0.90833,1635,1800,5,NJD,9,283686,40
Ostrava,CZE,1975-12-11,NA,164,6,1999,Martin Prusek,74,N,Prusek,CZE,8468037,R,176,20012002,0,1,1,0,3,2.91813,1,NA,0,0,0.8,12,15,0,OTT,0,3701,0
Sault Ste. Marie,CAN,1975-08-13,ON,124,5,1994,Marty Turco,71,N,Turco,CAN,8460612,L,184,20012002,0,31,24,0,53,2.09382,6,NA,10,0,0.92089,617,670,2,DAL,2,91125,15
Chandler,CAN,1978-01-09,QC,44,2,1996,Mathieu Garon,73,N,Garon,CAN,8464999,R,198,20012002,0,5,4,0,19,4.36893,4,NA,0,0,0.87074,128,147,0,MTL,0,15656,1
Turku,FIN,1976-10-26,NA,116,5,1995,Miikka Kiprusoff,73,N,Kiprusoff,FIN,8462147,L,185,20012002,0,21,15,0,43,2.4696,6,NA,4,0,0.91568,467,510,2,SJS,3,62682,7
Tampere,FIN,1979-06-17,NA,21,1,1997,Mika Noronen,74,N,Noronen,FIN,8466156,L,196,20012002,0,10,9,0,23,2.66409,3,NA,2,0,0.894,194,217,0,BUF,1,31080,4
Johnson City,USA,1972-06-01,NY,53,3,1990,Mike Dunham,74,N,Dunham,USA,8456137,L,190,20012002,2,58,58,0,144,2.6054,24,NA,2,2,0.90557,1381,1525,3,NSH,9,198971,23
Abington,USA,1966-09-22,PA,28,2,1985,Mike Richter,70,N,Richter,USA,8450833,L,190,20012002,0,55,54,0,157,2.94823,26,NA,4,0,0.90626,1518,1675,2,NYR,4,191708,24
Calgary,CAN,1963-02-24,AB,56,3,1981,Mike Vernon,69,Y,Vernon,CAN,8452217,L,175,20012002,3,18,13,0,38,2.76324,9,NA,0,3,0.89866,337,375,1,CGY,1,49507,2
Litomerice,CZE,1973-06-25,NA,70,4,1991,Milan Hnilicka,73,N,Hnilicka,CZE,8458584,L,190,20012002,2,60,57,0,179,3.18937,33,NA,8,2,0.90848,1777,1956,3,ATL,10,202046,13
Medicine Hat,CAN,1971-12-18,AB,226,11,1991,Neil Little,73,N,Little,CAN,8458738,L,190,20012002,0,1,1,0,4,4,1,NA,10,0,0.86206,25,29,0,PHI,0,3600,0
Sverdlovsk,RUS,1973-01-13,NA,204,9,1992,Nikolai Khabibulin,73,N,Khabibulin,RUS,8459140,L,208,20012002,2,70,66,0,153,2.35632,32,NA,6,2,0.92006,1761,1914,7,TBL,10,233754,24
Belleville,CAN,1974-10-02,ON,126,5,1993,Norm Maracle,69,N,Maracle,CAN,8459549,L,175,20012002,0,1,1,0,3,3.00166,1,NA,0,0,0.85,17,20,0,ATL,0,3598,0
Johannesburg,ZAF,1970-04-06,NA,19,1,1989,Olie Kolzig,75,N,Kolzig,DEU,8448535,L,224,20012002,1,71,70,0,192,2.78853,29,NA,8,1,0.90288,1785,1977,6,WSH,8,247872,31
Beloeil,CAN,1983-09-14,QC,NA,NA,NA,Olivier Michaud,71,N,Michaud,CAN,8469800,L,179,20012002,0,1,0,0,0,0,0,NA,0,0,1,14,14,0,MTL,0,1085,0
Lahti,FIN,1975-12-17,NA,189,6,2001,Pasi Nurminen,70,N,Nurminen,FIN,8469636,L,215,20012002,0,9,8,0,28,3.61368,5,NA,0,0,0.89818,247,275,0,ATL,0,27894,2
Penetang,CAN,1979-10-27,ON,14,1,1998,Patrick Desrochers,76,N,Desrochers,CAN,8467340,L,205,20012002,0,5,3,0,15,3.71134,2,NA,2,0,0.84848,84,99,0,PHX,1,14550,1
St. Bonaventure,CAN,1974-07-07,QC,156,6,1993,Patrick Lalime,75,N,Lalime,CAN,8459579,L,192,20012002,1,73,71,0,166,2.28422,29,NA,19,1,0.91041,1687,1853,11,OTT,8,261621,34
Québec City,CAN,1965-10-05,QC,51,3,1984,Patrick Roy,74,Y,Roy,CAN,8451033,L,190,20012002,5,84,84,0,174,2.08185,33,NA,26,5,0.92094,2027,2201,12,COL,8,300886,43
Riga,LVA,1973-04-24,NA,NA,NA,NA,Peter Skudra,73,N,Skudra,LVA,8464715,L,185,20012002,0,25,17,0,52,2.47311,9,NA,2,0,0.90613,502,554,1,VAN,2,75694,10
Vienna,AUT,1975-07-04,NA,261,8,2000,Reinhard Divis,71,N,Divis,AUT,8468741,L,197,20012002,0,1,0,0,0,0,0,NA,0,0,1,4,4,0,STL,0,1506,0
White,USA,1978-01-22,NY,139,6,1996,Robert Esche,73,N,Esche,USA,8465093,L,210,20012002,0,22,20,0,52,2.72536,10,NA,16,0,0.90243,481,533,1,PHX,2,68688,6
Montréal,CAN,1979-04-04,QC,4,1,1997,Roberto Luongo,75,Y,Luongo,CAN,8466141,L,215,20012002,1,58,56,0,140,2.77261,33,NA,2,1,0.9153,1513,1653,4,FLA,4,181778,16
Gottwaldov,CZE,1971-03-02,NA,171,6,2000,Roman Cechmanek,75,N,Cechmanek,CZE,8468651,L,211,20012002,0,50,47,0,96,2.03531,16,NA,10,0,0.92258,1144,1240,5,PHI,6,169802,25
Strakonice,CZE,1970-05-21,NA,113,6,1990,Roman Turek,76,N,Turek,CZE,8458266,R,222,20012002,5,69,68,0,172,2.52853,28,NA,4,5,0.90647,1667,1839,5,CGY,11,244885,30
Scarborough,CAN,1967-10-22,ON,81,4,1986,Ron Tugnutt,71,N,Tugnutt,CAN,8451837,L,165,20012002,1,44,41,0,119,2.85424,27,NA,0,1,0.90041,1076,1195,2,CBJ,3,150092,12
Des Moines,USA,1977-07-23,IA,215,8,1997,Scott Clemmensen,74,N,Clemmensen,USA,8466339,L,200,20012002,0,2,0,0,1,2.95324,0,NA,0,0,0.8,4,5,0,NJD,0,1219,0
Windsor,CAN,1967-01-29,ON,24,2,1985,Sean Burke,76,N,Burke,CAN,8445769,L,209,20012002,3,65,64,0,150,2.3176,25,NA,14,3,0.91865,1694,1844,5,PHX,6,232999,34
Montréal,CAN,1981-03-26,QC,NA,NA,NA,Sebastien Centomo,73,N,Centomo,CAN,8468243,L,200,20012002,0,1,0,0,3,4.5,0,NA,0,0,0.75,9,12,0,TOR,0,2400,0
Drummondville,CAN,1977-04-18,QC,93,4,1995,Sebastien Charpentier,69,N,Charpentier,CAN,8462120,L,190,20012002,0,2,2,0,5,2.46137,1,NA,0,0,0.93589,73,78,0,WSH,0,7313,1
Quebec City,CAN,1981-01-22,QC,48,2,1999,Simon Lajeunesse,73,N,Lajeunesse,CAN,8467921,L,178,20012002,0,1,0,0,0,0,0,NA,0,0,1,9,9,0,OTT,0,1410,0
Montréal,CAN,1970-06-17,QC,24,2,1988,Stephane Fiset,73,N,Fiset,CAN,8446831,L,198,20012002,0,3,1,0,10,4.07654,1,NA,0,0,0.87341,69,79,0,MTL,0,8831,0
Thunder Bay,CAN,1973-01-29,ON,196,9,1992,Steve Passmore,69,N,Passmore,CAN,8459132,L,165,20012002,1,26,18,0,49,2.29714,7,NA,2,1,0.90354,459,508,0,CHI,4,76791,8
Toronto,CAN,1972-07-19,ON,101,5,1991,Steve Shields,75,N,Shields,CAN,8458615,L,215,20012002,0,33,31,0,79,2.66669,20,NA,4,0,0.90705,771,850,0,ANA,2,106649,9
Boston,USA,1965-03-31,MA,5,1,1983,Tom Barrasso,75,Y,Barrasso,USA,8445275,R,210,20012002,0,38,35,0,93,2.62368,14,NA,4,0,0.90662,903,996,2,"CAR,TOR",5,127607,15
Karlovy Vary,CZE,1976-07-02,NA,226,9,1994,Tomas Vokoun,73,N,Vokoun,CZE,8460712,R,210,20012002,0,29,21,0,66,2.69287,14,NA,2,0,0.90265,612,678,2,NSH,4,88233,5
Surahammar,SWE,1971-02-01,NA,118,5,1993,Tommy Salo,72,N,Salo,SWE,8459541,L,180,20012002,1,69,68,0,149,2.21565,28,NA,2,1,0.91301,1564,1713,6,EDM,10,242095,30
Dugald,CAN,1972-03-29,MB,11,1,1990,Trevor Kidd,74,N,Kidd,CAN,8456830,L,213,20012002,1,33,22,0,90,3.20779,16,NA,0,1,0.89498,767,857,1,FLA,5,101004,4
Phoenix,USA,1976-03-30,AZ,NA,NA,NA,Ty Conklin,73,N,Conklin,USA,8469152,L,185,20012002,0,4,2,0,4,1.62675,0,NA,0,0,0.93939,62,66,0,EDM,0,8852,2
Tampere,FIN,1977-05-20,NA,90,4,1995,Vesa Toskala,70,N,Toskala,FIN,8462117,L,198,20012002,0,1,0,0,0,0,0,NA,0,0,1,2,2,0,SJS,0,591,0
Terrace,CAN,1968-01-11,BC,181,9,1988,Wade Flaherty,73,N,Flaherty,CAN,8456264,L,191,20012002,0,4,4,0,12,2.94237,1,NA,0,0,0.91891,136,148,0,FLA,1,14682,2
Cold Lake,CAN,1981-01-07,AB,40,2,1999,Alex Auld,76,N,Auld,CAN,8467913,L,215,20022003,0,8,5,0,11,1.64029,3,NA,0,0,0.93529,159,170,1,VAN,0,24142,3
Belleville,CAN,1980-05-04,ON,135,5,1998,Andrew Raycroft,73,N,Raycroft,CAN,8467453,L,180,20022003,0,5,5,0,12,2.39826,3,NA,0,0,0.9178,134,146,0,BOS,0,18013,2
Riga,LVA,1967-02-02,NA,196,10,1989,Arturs Irbe,68,N,Irbe,LVA,8456692,L,190,20022003,0,34,31,0,100,3.18474,24,NA,4,0,0.87745,716,816,0,CAR,2,113039,7
Farmington,USA,1977-03-12,MI,129,5,1995,Brent Johnson,75,N,Johnson,USA,8462161,L,199,20022003,1,38,35,0,84,2.46822,13,NA,2,1,0.90047,760,844,2,STL,5,122517,16
Woonsocket,USA,1977-01-02,RI,22,1,1995,Brian Boucher,74,N,Boucher,USA,8462052,L,200,20022003,1,45,40,0,128,3.019,20,NA,0,1,0.89421,1082,1210,0,PHX,8,152633,15
Sault Ste. Marie,CAN,1981-07-03,ON,6,1,1999,Brian Finley,74,N,Finley,CAN,8467879,R,205,20022003,0,1,0,0,3,3.85576,0,NA,0,0,0.76923,10,13,0,NSH,0,2801,0
Sussex,GBR,1971-02-25,NA,35,2,1989,Byron Dafoe,71,N,Dafoe,GBR,8455994,L,185,20022003,0,17,17,0,65,4.35737,11,NA,0,0,0.86228,407,472,0,ATL,1,53702,5
Peace River,CAN,1972-11-26,AB,54,3,1991,Chris Osgood,70,N,Osgood,CAN,8458568,L,180,20022003,0,7,7,0,17,2.44399,4,NA,4,0,0.9071,166,183,1,STL,0,25041,3
Peace River,CAN,1972-11-26,AB,54,3,1991,Chris Osgood,70,N,Osgood,CAN,8458568,L,180,20022003,0,46,45,0,124,2.9467,17,NA,12,0,0.89245,1029,1153,4,"NYI,STL",6,151491,21
Willingdon,CAN,1978-07-21,AB,NA,NA,NA,Cody Rudkowsky,73,N,Rudkowsky,CAN,8467830,L,216,20022003,0,1,0,0,0,0,0,NA,0,0,1,10,10,0,STL,0,1803,1
Medicine Hat,CAN,1972-07-01,AB,169,8,1991,Corey Hirsch,70,N,Hirsch,CAN,8458680,L,170,20022003,0,2,1,0,4,2.46406,1,NA,0,0,0.89743,35,39,0,DAL,0,5844,0
North Battleford,CAN,1970-11-04,SK,200,10,1990,Corey Schwab,72,N,Schwab,CAN,8457969,L,180,20022003,0,13,9,0,15,1.4031,3,NA,0,0,0.93506,216,231,1,NJD,1,38486,5
Park Ridge,USA,1981-05-21,IL,73,3,2001,Craig Anderson,74,N,Anderson,USA,8467950,L,187,20022003,0,6,5,0,18,3.99654,3,NA,0,0,0.856,107,125,0,CHI,2,16214,0
London,CAN,1966-09-11,ON,23,2,1984,Craig Billington,70,N,Billington,CAN,8445470,L,168,20022003,0,5,5,0,17,4.69541,3,NA,0,0,0.82291,79,96,0,WSH,1,13034,1
Saint-Martin-d'Hères,FRA,1975-09-03,NA,214,7,2001,Cristobal Huet,73,N,Huet,FRA,8469658,L,205,20022003,0,12,8,0,21,2.32866,4,NA,0,0,0.91286,220,241,1,LAK,1,32465,4
Keswick,CAN,1967-04-29,ON,NA,NA,NA,Curtis Joseph,71,N,Joseph,CAN,8448382,L,193,20022003,0,65,64,0,158,2.45909,23,NA,4,0,0.91202,1638,1796,5,DET,6,231305,34
Owen Sound,CAN,1979-10-05,ON,NA,NA,NA,Curtis Sanford,71,N,Sanford,CAN,8468166,L,187,20022003,0,8,7,0,13,1.96399,1,NA,0,0,0.91216,135,148,1,STL,0,23829,5
Montréal,CAN,1983-05-20,QC,10,1,2001,Dan Blackburn,73,N,Blackburn,CAN,8469463,L,180,20022003,0,32,27,0,93,3.16601,16,NA,2,0,0.88954,749,842,1,NYR,4,105748,8
Mont-Laurier,CAN,1976-04-22,QC,26,1,1994,Dan Cloutier,73,N,Cloutier,CAN,8460516,L,195,20022003,3,71,71,0,181,2.57995,23,NA,32,3,0.90044,1637,1818,2,VAN,7,252563,40
Fribourg,CHE,1978-02-07,NA,161,6,1997,David Aebischer,73,N,Aebischer,CHE,8466290,L,187,20022003,0,22,19,0,50,2.42892,12,NA,4,0,0.91568,543,593,1,COL,0,74107,7
Saskatoon,CAN,1974-05-11,SK,98,4,1993,Dieter Kochan,73,N,Kochan,CAN,8459523,L,165,20022003,0,1,1,0,5,5,1,NA,0,0,0.82142,23,28,0,MIN,0,3600,0
Simcoe,CAN,1969-10-12,ON,NA,NA,NA,Dwayne Roloson,73,N,Roloson,CAN,8460806,L,170,20022003,1,61,58,0,123,2.0942,22,NA,8,1,0.92269,1468,1591,4,MIN,8,211441,28
Carman,CAN,1965-04-21,MB,NA,NA,NA,Ed Belfour,72,Y,Belfour,CAN,8445386,L,214,20022003,2,69,69,0,165,2.31864,24,NA,28,2,0.92135,1933,2098,7,TOR,5,256184,40
Kamenogorsk,KAZ,1975-07-25,NA,219,9,1994,Evgeni Nabokov,72,N,Nabokov,RUS,8460705,L,202,20022003,0,55,55,0,146,2.71473,28,NA,10,0,0.90647,1415,1561,3,SJS,8,193610,19
Kazan,RUS,1981-03-29,NA,67,3,1999,Evgeny Konstantinov,72,N,Konstantinov,RUS,8467940,L,180,20022003,0,1,0,0,1,3,0,NA,2,0,0.83333,5,6,0,TBL,0,1200,0
Anjou,CAN,1971-06-23,QC,31,2,1990,Felix Potvin,73,N,Potvin,CAN,8457714,L,195,20022003,0,42,41,0,105,2.66152,20,NA,4,0,0.89361,882,987,3,LAK,3,142024,17
Ottawa,CAN,1972-11-24,ON,NA,NA,NA,Fred Brathwaite,67,N,Brathwaite,CAN,8459252,L,185,20022003,0,30,23,0,74,2.74891,9,NA,0,0,0.88272,557,631,2,STL,4,96911,12
Sorel,CAN,1975-06-12,QC,210,9,1994,Frederic Cassivi,76,N,Cassivi,CAN,8460696,L,220,20022003,0,2,2,0,11,5.36439,1,NA,0,0,0.81034,47,58,0,ATL,0,7382,1
Wrentham,USA,1969-07-28,MA,114,6,1987,Garth Snow,75,N,Snow,USA,8458075,L,200,20022003,0,48,42,0,104,2.31542,21,NA,24,0,0.91706,1150,1254,2,NYI,5,161698,17
Edmonton,CAN,1971-06-30,AB,48,3,1991,Jamie McLennan,72,N,McLennan,CAN,8458562,L,199,20022003,0,22,17,0,58,2.98742,11,NA,14,0,0.89199,479,537,0,CGY,4,69893,2
Brampton,CAN,1975-12-28,ON,7,1,1994,Jamie Storr,74,N,Storr,CAN,8460497,L,200,20022003,1,39,33,0,86,2.54508,19,NA,8,1,0.90486,818,904,3,LAK,2,121646,12
Zvolen,SVK,1979-04-10,NA,65,2,1999,Jan Lasak,72,N,Lasak,SVK,8467938,L,204,20022003,0,3,1,0,5,3.31858,1,NA,0,0,0.87179,34,39,0,NSH,0,5424,0
Turku,FIN,1975-01-07,NA,58,3,1997,Jani Hurme,72,N,Hurme,FIN,8466192,L,195,20022003,0,28,20,0,66,2.87783,11,NA,2,0,0.90664,641,707,1,FLA,6,82562,4
Sherbrooke,CAN,1972-06-15,QC,NA,NA,NA,Jean-Francois Labbe,69,N,Labbe,CAN,8459239,L,174,20022003,0,11,5,0,27,3.59148,4,NA,2,0,0.88412,206,233,0,CBJ,0,27064,2
Atlanta,USA,1978-03-04,GA,30,2,1997,Jean-Marc Pelletier,75,N,Pelletier,USA,8466165,L,209,20022003,0,2,2,0,6,3.03797,2,NA,0,0,0.875,42,48,0,"CAR,PHX",0,7110,0
Montréal,CAN,1977-07-19,QC,76,3,1995,Jean-Sebastien Aubin,71,N,Aubin,CAN,8462102,R,180,20022003,1,21,20,0,59,3.12647,13,NA,2,1,0.89983,530,589,1,PIT,0,67936,6
Montréal,CAN,1977-05-16,QC,13,1,1995,Jean-Sebastien Giguere,73,N,Giguere,CAN,8462044,L,202,20022003,1,86,85,0,183,2.11879,28,NA,8,1,0.92729,2334,2517,13,ANA,6,310931,49
London,CAN,1968-06-01,ON,34,2,1987,Jeff Hackett,73,N,Hackett,CAN,8447449,L,198,20022003,0,36,34,0,98,2.86249,17,NA,2,0,0.91139,1008,1106,1,"MTL,BOS",2,123249,15
London,CAN,1968-06-01,ON,34,2,1987,Jeff Hackett,73,N,Hackett,CAN,8447449,L,198,20022003,0,3,3,0,5,1.67224,2,NA,0,0,0.93421,71,76,0,BOS,0,10764,1
Montréal,CAN,1975-01-12,QC,10,1,1993,Jocelyn Thibault,71,N,Thibault,CAN,8459432,L,169,20022003,0,62,62,0,144,2.36735,28,NA,4,0,0.91479,1546,1690,8,CHI,7,218979,26
Leksand,SWE,1973-05-05,NA,218,9,1994,Johan Hedberg,72,N,Hedberg,SWE,8460704,L,190,20022003,2,41,39,0,126,3.13669,22,NA,18,2,0.89473,1071,1197,1,PIT,4,144611,14
Tolfta,SWE,1978-05-24,NA,175,7,1997,Johan Holmqvist,75,N,Holmqvist,SWE,8466303,L,198,20022003,0,1,0,0,2,3.07955,1,NA,0,0,0.88888,16,18,0,NYR,0,2338,0
Denver,USA,1975-08-31,CO,229,9,1994,John Grahame,75,N,Grahame,USA,8460715,L,220,20022003,0,1,1,0,2,1.07913,1,NA,0,0,0.95833,46,48,0,TBL,0,6672,0
Denver,USA,1975-08-31,CO,229,9,1994,John Grahame,75,N,Grahame,USA,8460715,L,220,20022003,2,40,38,0,95,2.51516,14,NA,11,2,0.90943,954,1049,3,"BOS,TBL",6,135975,17
Laval,CAN,1976-09-13,QC,44,2,1994,Jose Theodore,71,N,Theodore,CAN,8460535,R,172,20022003,2,57,57,0,165,2.89571,31,NA,6,2,0.90818,1632,1797,2,MTL,6,205131,20
Imatra,FIN,1975-05-08,NA,133,5,2001,Jussi Markkanen,72,N,Markkanen,FIN,8462255,L,182,20022003,1,23,17,0,52,2.61262,8,NA,2,1,0.90458,493,545,3,EDM,3,71652,7
Winnipeg,CAN,1972-03-27,MB,NA,NA,NA,Kevin Hodson,72,N,Hodson,CAN,8459357,L,182,20022003,0,7,3,0,12,2.54792,3,NA,2,0,0.88118,89,101,0,TBL,1,16955,0
Toronto,CAN,1975-04-04,ON,41,2,1993,Kevin Weekes,74,N,Weekes,CAN,8459463,L,215,20022003,0,51,49,0,126,2.54934,24,NA,2,0,0.91237,1312,1438,5,CAR,9,177928,14
Etobicoke,CAN,1974-08-27,ON,52,3,1992,Manny Fernandez,72,N,Fernandez,CAN,8458988,L,207,20022003,1,44,41,0,92,2.18041,17,NA,6,1,0.92489,1133,1225,2,MIN,2,151898,22
Toronto,CAN,1973-02-04,ON,188,8,1993,Manny Legace,70,N,Legace,CAN,8459308,L,200,20022003,1,25,22,0,51,2.17674,5,NA,2,1,0.92511,630,681,0,DET,4,84346,14
Montréal,CAN,1977-08-01,QC,25,1,1995,Marc Denis,73,N,Denis,CAN,8462055,L,193,20022003,0,77,77,0,232,3.08584,41,NA,6,0,0.90349,2172,2404,5,CBJ,8,270655,27
Lac St. Charles,CAN,1977-08-15,QC,16,1,1995,Martin Biron,74,N,Biron,CAN,8462047,L,186,20022003,1,54,53,0,135,2.55556,28,NA,12,1,0.90803,1333,1468,4,BUF,6,190173,17
Montréal,CAN,1972-05-06,QC,20,1,1990,Martin Brodeur,74,Y,Brodeur,CAN,8455710,L,220,20022003,1,97,97,0,188,1.9233,31,NA,16,1,0.91924,2140,2328,16,NJD,9,351895,57
Burgdorf,CHE,1974-09-03,NA,232,8,2001,Martin Gerber,72,N,Gerber,CHE,8469675,L,205,20022003,1,24,18,0,40,1.96201,11,NA,0,1,0.92779,514,554,1,ANA,3,73394,6
Ostrava,CZE,1975-12-11,NA,164,6,1999,Martin Prusek,74,N,Prusek,CZE,8468037,R,176,20022003,0,18,16,0,37,2.37522,2,NA,0,0,0.91084,378,415,0,OTT,1,56079,12
Sault Ste. Marie,CAN,1975-08-13,ON,124,5,1994,Marty Turco,71,N,Turco,CAN,8460612,L,184,20022003,3,67,64,0,117,1.75464,16,NA,24,3,0.92989,1552,1669,7,DAL,10,240049,37
Chandler,CAN,1978-01-09,QC,44,2,1996,Mathieu Garon,73,N,Garon,CAN,8464999,R,198,20022003,0,8,8,0,16,1.99301,5,NA,0,0,0.94007,251,267,2,MTL,0,28901,3
Petrolia,CAN,1981-05-19,ON,165,6,1999,Michael Leighton,75,N,Leighton,CAN,8468038,L,186,20022003,0,8,6,0,21,2.82173,3,NA,0,0,0.91286,220,241,1,CHI,2,26792,2
Turku,FIN,1976-10-26,NA,116,5,1995,Miikka Kiprusoff,73,N,Kiprusoff,FIN,8462147,L,185,20022003,0,22,18,0,65,3.25252,14,NA,0,0,0.87895,472,537,1,SJS,0,71944,5
Tampere,FIN,1979-06-17,NA,21,1,1997,Mika Noronen,74,N,Noronen,FIN,8466156,L,196,20022003,0,16,14,0,36,2.42329,9,NA,0,0,0.9124,375,411,1,BUF,3,53481,4
Sundbyberg,SWE,1979-09-19,NA,70,3,2000,Mikael Tellqvist,72,N,Tellqvist,SWE,8468550,L,189,20022003,0,3,1,0,4,2.79448,1,NA,0,0,0.89473,34,38,0,TOR,0,5153,1
Johnson City,USA,1972-06-01,NY,53,3,1990,Mike Dunham,74,N,Dunham,USA,8456137,L,190,20022003,1,58,56,0,137,2.50186,26,NA,0,1,0.91574,1489,1626,5,"NSH,NYR",7,197133,21
Abington,USA,1966-09-22,PA,28,2,1985,Mike Richter,70,N,Richter,USA,8450833,L,190,20022003,0,13,12,0,34,2.93814,6,NA,0,0,0.89665,295,329,0,NYR,1,41659,5
Litomerice,CZE,1973-06-25,NA,70,4,1991,Milan Hnilicka,73,N,Hnilicka,CZE,8458584,L,190,20022003,0,21,17,0,65,3.55612,13,NA,2,0,0.89256,540,605,0,ATL,1,65802,4
Sverdlovsk,RUS,1973-01-13,NA,204,9,1992,Nikolai Khabibulin,73,N,Khabibulin,RUS,8459140,L,208,20022003,3,75,74,0,182,2.46412,27,NA,8,3,0.9116,1877,2059,4,TBL,11,265896,35
Johannesburg,ZAF,1970-04-06,NA,19,1,1989,Olie Kolzig,75,N,Kolzig,DEU,8448535,L,224,20022003,0,72,71,0,170,2.37334,29,NA,4,0,0.91969,1947,2117,5,WSH,6,257864,35
Lahti,FIN,1975-12-17,NA,189,6,2001,Pasi Nurminen,70,N,Nurminen,FIN,8469636,L,215,20022003,3,52,46,0,137,2.878,19,NA,4,3,0.90564,1315,1452,2,ATL,5,171369,21
Penetang,CAN,1979-10-27,ON,14,1,1998,Patrick Desrochers,76,N,Desrochers,CAN,8467340,L,205,20022003,0,6,5,0,18,3.62964,4,NA,0,0,0.88679,141,159,0,"PHX,CAR",0,17853,1
St. Bonaventure,CAN,1974-07-07,QC,156,6,1993,Patrick Lalime,75,N,Lalime,CAN,8459579,L,192,20022003,1,85,83,0,176,2.08459,27,NA,6,1,0.91372,1864,2040,9,OTT,7,303944,50
Québec City,CAN,1965-10-05,QC,51,3,1984,Patrick Roy,74,Y,Roy,CAN,8451033,L,190,20022003,0,70,70,0,153,2.18993,19,NA,20,0,0.91947,1747,1900,6,COL,13,251514,38
Riga,LVA,1973-04-24,NA,NA,NA,NA,Peter Skudra,73,N,Skudra,LVA,8464715,L,185,20022003,1,23,20,0,54,2.7172,5,NA,0,1,0.89655,468,522,1,VAN,6,71544,9
Hamilton,CAN,1982-09-28,ON,99,4,2001,Ray Emery,74,N,Emery,CAN,8469548,L,196,20022003,0,3,1,0,2,1.4162,0,NA,0,0,0.92307,24,26,0,OTT,0,5084,1
Vienna,AUT,1975-07-04,NA,261,8,2000,Reinhard Divis,71,N,Divis,AUT,8468741,L,197,20022003,0,2,2,0,1,0.72697,0,NA,0,0,0.97058,33,34,0,STL,0,4952,2
